customer_id,product_id,order_date,quantity,price,total_amount
73282,883,2024-07-23,1,423.98,0
73293,799,2024-04-30,1,463.62,0
73481,538,2024-08-24,4,197.51,0
73507,133,2024-12-25,4,54.68,0
73536,311,2024-06-12,5,306.44,0
73858,604,2024-05-21,4,488.49,0
73957,834,2024-07-28,5,137.29,0
74049,354,2024-10-07,5,292.09,0
74067,773,2024-06-27,3,494.87,0
74178,179,2024-12-13,1,20.84,0
74218,631,2024-12-30,1,309.55,0
74233,750,2024-10-13,2,103.2,0
74278,225,2024-10-13,1,304,0
74288,173,2024-08-04,2,308.43,0
74490,677,2024-05-26,1,409.85,0
74956,204,2024-12-14,5,93.29,0
75246,643,2024-08-27,5,208.59,0
75278,538,2025-03-03,3,266.15,0
75314,417,2024-05-31,1,181.56,0
75395,175,2025-03-19,2,300.16,0
75434,775,2024-12-03,3,256.12,0
75453,260,2024-06-22,3,158.9,0
75474,107,2024-05-22,1,117.47,0
75854,783,2024-10-08,3,454.2,0
75860,370,2024-07-02,3,51.53,0
76010,248,2024-09-24,1,257.23,0
76057,560,2024-07-03,4,423.45,0
76076,184,2024-12-20,4,457.54,0
76140,673,2024-06-29,2,293.67,0
76203,307,2024-04-03,5,39.18,0
76411,576,2024-11-18,4,443.43,0
76490,362,2024-12-17,5,307.04,0
76505,295,2024-12-11,5,250.07,0
76563,108,2024-10-31,2,283.81,0
76569,447,2025-01-12,1,428.62,0
76603,511,2025-02-27,2,289.9,0
76799,691,2024-11-08,3,137.89,0
76854,845,2024-09-14,2,148.59,0
77076,973,2024-05-27,3,83.17,0
77096,369,2024-11-30,4,83.08,0
77150,371,2024-10-10,4,476.07,0
77157,635,2025-01-07,4,323.89,0
77178,167,2024-09-17,5,126.23,0
77187,500,2024-05-03,1,149.72,0
77318,305,2025-02-18,2,203.94,0
77451,509,2024-07-20,3,55.58,0
77455,845,2024-06-29,3,297.33,0
77523,543,2025-01-28,5,355.65,0
77706,111,2024-06-17,2,416.93,0
77729,744,2024-03-23,3,243.37,0
77823,994,2024-09-27,5,475.31,0
77848,713,2024-07-14,4,88.02,0
77850,633,2024-06-19,4,272.92,0
77884,620,2024-12-05,3,145.36,0
77934,695,2025-01-16,1,66.24,0
78056,313,2024-09-21,2,113.24,0
78206,610,2024-08-17,5,212.85,0
78277,157,2025-01-17,4,406.99,0
78620,909,2024-07-11,1,89.38,0
78752,158,2024-04-07,5,178.2,0
78768,880,2024-08-03,1,152.2,0
78972,112,2024-10-24,4,288.22,0
79004,190,2024-05-14,4,68.79,0
79018,460,2024-09-08,2,150.37,0
79047,517,2024-09-16,3,310.39,0
79189,639,2024-08-30,1,399.18,0
79379,411,2024-10-18,5,245.38,0
79470,247,2025-03-12,2,190.5,0
79476,880,2024-09-20,4,322.59,0
79537,858,2024-10-18,5,374.39,0
79582,388,2025-01-17,1,78.2,0
79715,977,2024-11-22,5,196.87,0
79723,568,2024-07-16,1,393.9,0
79809,706,2024-06-07,5,272.75,0
79864,825,2024-04-07,5,125.64,0
79880,664,2024-06-01,5,308.42,0
79898,871,2024-03-19,5,84.89,0
79928,246,2024-12-16,3,30.61,0
79948,858,2024-08-14,2,164.11,0
79954,295,2024-07-25,5,115.58,0
80018,257,2024-11-06,4,265.26,0
80222,543,2024-06-25,2,212.77,0
80435,681,2024-07-05,1,232.24,0
80441,867,2024-07-26,2,308.4,0
80473,317,2024-10-21,2,97.45,0
80803,882,2024-03-24,1,293,0
80835,114,2024-12-26,3,240.05,0
80882,511,2025-02-27,3,375.59,0
81133,682,2024-11-16,1,240.56,0
81289,485,2024-07-18,1,489.21,0
81394,110,2024-12-17,3,68.22,0
81400,950,2024-08-02,4,167.11,0
81439,792,2024-11-17,2,320.48,0
81507,611,2025-01-13,1,124.01,0
81512,976,2024-12-23,3,76.44,0
81790,854,2024-04-15,5,372.39,0
81896,105,2025-01-20,2,307.59,0
81927,669,2024-05-04,1,482.29,0
81959,433,2025-03-13,2,369.7,0
82077,889,2024-09-14,1,239.33,0
82168,653,2025-01-23,2,473.57,0
82649,983,2024-11-26,1,419.8,0
82689,254,2024-09-23,1,169.29,0
82700,410,2024-05-30,5,37.87,0
82746,101,2024-11-18,3,263.16,0
82756,597,2024-09-28,3,445.82,0
82764,763,2024-04-23,1,317.08,0
82793,261,2025-01-01,4,321.18,0
82817,486,2025-03-13,4,431.91,0
82894,585,2024-12-15,1,499.23,0
82916,180,2024-08-24,1,375.92,0
82945,952,2024-05-23,2,203.61,0
82989,892,2024-05-24,1,474.75,0
83207,530,2024-05-27,5,228.76,0
83687,115,2024-08-26,5,475.89,0
83914,738,2024-07-12,2,59.51,0
83983,395,2024-08-01,5,161.05,0
84001,970,2024-09-17,5,332.86,0
84063,744,2025-01-20,5,321.04,0
84308,144,2024-06-26,5,291.3,0
84328,122,2025-02-06,1,420.63,0
84575,922,2024-11-02,4,157.95,0
84629,246,2024-12-24,4,320.72,0
84661,129,2024-04-04,2,272.83,0
84736,624,2024-06-27,1,218.74,0
84845,614,2024-05-15,4,73.59,0
84937,186,2024-05-02,4,37.17,0
84978,292,2024-09-05,1,458.02,0
84991,434,2024-11-20,1,198.08,0
85009,260,2025-01-23,4,109.06,0
85139,844,2024-12-13,1,312.01,0
85352,755,2024-07-04,5,149.06,0
85365,870,2024-12-18,2,158.05,0
85518,519,2025-03-11,1,292.66,0
85558,619,2024-04-27,3,367.51,0
85614,189,2025-03-13,5,452.67,0
85771,299,2024-12-18,2,336.34,0
85934,141,2024-03-23,2,200.17,0
85940,722,2024-07-15,1,247.97,0
86056,629,2024-05-27,2,344.86,0
86183,263,2025-02-21,3,204.96,0
86435,988,2024-07-30,4,431.48,0
86646,279,2024-09-20,2,397.28,0
86727,102,2025-03-10,4,380.42,0
86737,352,2025-01-16,1,424.55,0
86746,768,2024-03-24,3,298.27,0
87052,815,2024-06-13,3,310.7,0
87140,977,2024-12-02,3,83.47,0
87200,937,2025-02-11,1,391.58,0
87219,234,2024-05-06,1,52.5,0
87467,199,2024-10-05,4,53.77,0
87478,788,2024-04-19,1,22.21,0
87513,782,2024-05-04,2,285.98,0
87653,653,2024-07-28,2,459.77,0
87690,775,2024-04-08,5,82.98,0
87787,836,2024-05-13,2,233.85,0
88015,285,2024-05-20,4,264.29,0
88142,992,2024-11-09,3,228.85,0
88218,299,2025-02-04,3,225.1,0
88309,524,2024-06-11,1,394.31,0
88321,738,2024-09-22,5,193.09,0
88424,535,2024-06-06,2,190.68,0
88797,244,2024-10-26,3,216.9,0
88802,452,2024-11-12,2,398.91,0
88885,393,2024-12-13,1,112.93,0
88937,504,2025-01-04,2,240.14,0
88975,577,2024-11-14,3,149.49,0
89064,533,2024-11-10,3,28.75,0
89076,967,2024-10-12,3,94.54,0
89104,358,2024-12-07,3,284.47,0
89114,397,2024-07-14,3,251.63,0
89312,276,2024-08-30,3,188.78,0
89576,774,2024-09-21,3,82.53,0
89618,567,2025-03-01,1,98.87,0
89639,124,2024-07-17,4,36.1,0
89715,941,2024-07-06,1,213.83,0
89789,953,2024-04-19,4,204.06,0
89875,759,2025-01-06,1,233.24,0
89883,182,2024-05-25,5,116.03,0
89887,576,2024-05-13,3,197.53,0
90154,762,2024-07-27,1,388.35,0
90219,430,2024-07-15,1,405.65,0
90319,797,2024-06-25,4,164.55,0
90329,114,2024-08-17,4,379.26,0
90540,259,2024-12-19,4,438.66,0
90560,739,2024-05-26,2,68.53,0
90910,280,2024-04-17,3,300.18,0
90933,799,2024-06-21,3,348.24,0
90952,360,2024-09-05,2,55.78,0
91017,408,2025-01-29,2,436.2,0
91161,556,2024-05-29,3,378.67,0
91430,417,2024-11-08,5,327.93,0
91463,110,2024-09-27,5,418.71,0
91509,113,2025-02-24,3,459.41,0
91742,632,2024-08-11,1,332.78,0
91781,497,2024-03-20,3,481.95,0
91867,893,2024-05-20,1,316.41,0
91976,321,2025-01-19,2,143.88,0
91997,118,2024-03-21,4,445.11,0
92087,888,2024-03-26,4,26.2,0
92232,961,2024-03-28,4,410.28,0
92246,988,2025-02-11,3,345.18,0
92276,555,2024-07-11,4,311.86,0
92290,445,2024-11-06,5,354.64,0
92393,344,2025-03-12,5,372.39,0
92429,710,2024-09-20,4,303.16,0
92507,170,2024-07-19,1,394.75,0
92572,634,2024-06-29,4,286.55,0
92632,712,2024-10-15,3,218.49,0
92654,693,2024-06-10,1,386.91,0
92859,727,2024-09-12,3,498.35,0
92929,716,2024-10-13,2,55.07,0
92942,489,2025-01-17,3,171.95,0
92950,265,2024-03-27,2,217.67,0
93036,964,2025-01-28,4,189.3,0
93038,847,2025-01-06,5,125.08,0
93130,233,2024-07-11,2,354.85,0
93277,428,2024-06-20,1,487.74,0
93329,775,2024-10-01,4,460.38,0
93539,907,2025-02-25,2,77.37,0
93547,663,2024-06-29,3,100.15,0
93644,734,2025-01-31,2,361.74,0
93663,482,2024-04-25,1,297.2,0
93806,606,2024-05-17,4,336.75,0
93989,573,2024-04-25,5,85.85,0
93992,853,2024-12-05,1,153.82,0
94070,822,2024-11-26,2,236.61,0
94108,837,2025-01-20,2,87.3,0
94141,701,2024-09-01,4,270.32,0
94304,701,2025-01-26,5,248.88,0
94316,979,2024-06-14,1,146.35,0
94503,874,2024-09-24,2,62.01,0
94532,335,2024-11-06,4,85.58,0
94597,241,2024-12-28,2,302.59,0
94700,675,2024-06-15,3,335.06,0
94899,853,2024-03-19,5,309.64,0
94912,795,2024-11-14,4,463.07,0
95274,126,2024-05-15,5,323.9,0
95322,621,2025-03-14,2,34.61,0
95344,551,2024-10-12,3,360.32,0
95354,394,2024-07-13,2,343.76,0
95641,887,2024-05-25,3,421.14,0
95795,955,2024-06-28,4,205.6,0
95874,424,2024-12-30,3,303.48,0
95940,672,2024-06-24,3,295.67,0
95980,804,2024-12-06,1,106.07,0
96041,595,2024-09-22,2,177.49,0
96065,297,2024-07-01,2,389.81,0
96162,887,2024-09-12,5,292.96,0
96190,415,2024-11-04,5,365.81,0
96195,975,2024-09-25,4,196.7,0
96221,136,2025-02-14,1,88.76,0
96418,939,2024-09-18,2,325.88,0
96551,526,2024-10-21,2,19.72,0
96568,842,2024-03-21,1,284.33,0
96674,674,2024-04-30,3,312.17,0
96700,598,2024-03-27,4,474.04,0
96862,146,2024-09-28,5,457.21,0
96947,148,2025-01-27,5,291.22,0
97102,663,2024-03-28,4,286.82,0
97111,897,2024-09-07,4,14.47,0
97274,560,2025-02-24,3,78.61,0
97281,450,2024-12-07,4,289.63,0
97308,712,2024-05-21,2,18.28,0
97350,770,2025-03-06,4,143.74,0
97353,626,2025-02-20,2,117.09,0
97390,512,2024-07-24,3,312.87,0
97433,677,2024-07-26,4,418.88,0
97829,640,2024-10-09,5,143.03,0
97874,967,2024-05-30,5,381.31,0
98074,463,2024-08-03,4,494.66,0
98151,707,2024-05-14,2,75.6,0
98156,759,2024-03-20,3,371.43,0
98186,606,2024-08-25,1,134.35,0
98227,960,2024-05-25,4,356.25,0
98322,157,2024-04-08,1,200.44,0
98363,332,2025-01-30,2,160.94,0
98418,471,2024-05-28,2,493.95,0
98627,886,2025-01-24,4,346.54,0
98713,260,2025-02-05,1,463.67,0
98794,993,2024-07-09,2,32.2,0
98997,703,2024-10-22,3,407.83,0
99015,420,2024-10-26,5,269.41,0
99026,665,2024-08-18,5,470.2,0
99042,343,2024-05-26,2,212.25,0
99133,928,2025-01-05,1,63.44,0
99182,395,2024-12-19,3,197.66,0
99233,842,2024-09-08,1,273.56,0
99243,739,2025-01-25,2,10.72,0
99259,426,2024-09-04,3,232.33,0
99265,532,2024-08-24,5,266.04,0
99272,847,2024-04-26,3,40.92,0
99315,618,2024-10-03,3,413.52,0
99414,186,2024-08-17,4,365.04,0
99423,675,2024-08-30,5,175.5,0
99624,624,2024-06-29,4,120.07,0
99677,622,2025-02-15,4,325.73,0
99828,510,2024-09-12,5,427.73,0
99850,453,2025-02-27,3,392.26,0
99887,237,2024-09-24,1,101.82,0
99909,233,2024-08-11,1,474.06,0
99923,145,2024-12-28,3,164.64,0
